id,section_id,section_name,question,option_a,option_b,option_c,option_d,correct_answer,explanation,difficulty
101,7,Global Model-Agnostic Methods,Global model-agnostic interpretability methods are designed to provide insights into:,How a neural network processes image pixels in its final layer.,How the model makes predictions overall across the entire dataset.,Why a model made a specific prediction for a single data instance.,How to manually engineer features for a linear regression model.,B,"Global methods provide an overall understanding of the model's behavior across the entire dataset, rather than specific predictions.",easy
102,7,Global Model-Agnostic Methods,What does PDP stand for in the context of Explainable AI?,Pixel Dependence Plot,Permutation Data Profile,Partial Dependence Plot,Predictive Distribution Plot,C,PDP stands for Partial Dependence Plot.,easy
103,7,Global Model-Agnostic Methods,How does a Partial Dependence Plot (PDP) measure the effect of a feature on the target variable?,By marginalizing over all other features in the feature set and calculating the average prediction.,By completely dropping all other features from the dataset and retraining the model.,By shuffling the values of the target feature and measuring the error drop.,By isolating the feature into superpixels and measuring local gradients.,A,PDP measures the effect of a feature by marginalizing over all other features in the feature set.,medium
104,7,Global Model-Agnostic Methods,"In the mathematical formula for the Partial Dependence (PD) function of feature $x_1$, what operation is applied to the model predictions $f(x_1, x_{2,j}, \dots, x_{d,j})$?",The maximum value across all samples is taken.,The values are multiplied by the Shapley base value.,They are averaged across all $n$ samples in the dataset.,They are accumulated and centered around zero.,C,The PD function calculates the average prediction across all $n$ samples when the feature of interest is fixed.,hard
105,7,Global Model-Agnostic Methods,"When interpreting a one-way PDP, what does a perfectly flat line indicate?",A strong positive correlation between the feature and the target.,The feature has little to no effect on the predicted outcome.,The feature interacts heavily with another hidden feature.,The model is overfitting the training data.,B,A flat line suggests that changing the feature has little to no effect on the predicted outcome.,easy
106,7,Global Model-Agnostic Methods,"When analyzing a two-way PDP, what visual pattern indicates an interaction between the two features of interest?",The generated lines or contours are completely parallel.,"The plot shows a flat, uniform color surface.","The lines or contours are non-parallel, or the plot shows a complex surface with peaks and valleys.",The axes are perfectly symmetrical.,C,Non-parallel lines or a complex surface with peaks and valleys indicates an interaction between the two features.,medium
107,7,Global Model-Agnostic Methods,What is the biggest assumption and potential limitation of Partial Dependence Plots (PDP)?,They assume the machine learning model is a decision tree.,They assume the dataset contains no categorical variables.,They assume that the features are independent and have no correlation with one another.,They assume that Shapley values are calculated perfectly.,C,The biggest issue with PDP is the assumption of independence; it assumes the target feature is not correlated with other features.,medium
108,7,Global Model-Agnostic Methods,"If a feature has a positive association with the target in one interval and a negative association in another, PDP might average these to a flat line. This limitation is known as:",The Permutation Error,The Local Fidelity Problem,Hiding Heterogeneous Effects,The Base Value Bias,C,Heterogeneous effects might be hidden if counteracting positive and negative forces cancel each other out during averaging.,medium
109,7,Global Model-Agnostic Methods,What does ICE stand for?,Individual Conditional Expectation,Independent Class Evaluation,Interpretable Categorical Effects,Instance Correlation Estimator,A,ICE stands for Individual Conditional Expectation.,easy
110,7,Global Model-Agnostic Methods,What is the key difference in output between an ICE plot and a Partial Dependence Plot (PDP)?,PDP plots one line per instance; ICE plots one average line.,PDP plots a single average line; ICE plots a separate line for each individual data instance.,PDP is local; ICE is strictly global.,PDP works for regression; ICE only works for classification.,B,"While PDP plots one average line for the overall effect, ICE plots a separate prediction line for each individual data instance.",medium
111,7,Global Model-Agnostic Methods,ICE plots are particularly useful for uncovering which of the following that PDPs often mask?,The total training time of the model.,The $R^2$ accuracy of the black box model.,Heterogeneous effects and feature interactions.,The exact gradient of the loss function.,C,ICE plots clearly show heterogeneous effects and feature interactions by displaying individual prediction lines.,easy
112,7,Global Model-Agnostic Methods,What is a primary visual weakness or limitation of ICE plots?,They cannot display categorical features.,"They become visually cluttered when there are many lines, making it easy to miss important trends.",They require 3D contour mapping to be interpreted.,They always evaluate to exactly zero at the origin.,B,A limitation of ICE is visual clutter; many lines make it hard to read and easy to miss important relations.,easy
113,7,Global Model-Agnostic Methods,What does ALE stand for?,Average Local Expectations,Accumulated Local Effects,Aggregated Linear Estimations,Absolute Local Errors,B,ALE stands for Accumulated Local Effects.,easy
114,7,Global Model-Agnostic Methods,Why is the ALE plot considered an unbiased alternative to the Partial Dependence Plot (PDP) when dealing with correlated features?,ALE completely drops correlated features from the dataset before analysis.,ALE forces all data instances to have the same category.,"ALE focuses on the local effects of the feature within small intervals, rather than generating unrealistic combinations across the whole feature space.",ALE uses deep neural networks to approximate the correlations.,C,"ALE is unbiased because it focuses on local effects within small intervals, avoiding the creation of fake/unrealistic combinations caused by correlations.",medium
115,7,Global Model-Agnostic Methods,"In the calculation of ALE, after the feature space is divided into intervals, what is computed for the data points within a specific interval?",The difference in model prediction when the feature is replaced with the upper and lower limits of that interval.,The absolute error between the prediction and the ground truth.,The total number of missing values.,The Shapley value of the feature for that specific instance.,A,It calculates the difference in prediction when the feature is replaced with the upper and lower limits of the interval ($\Delta f_i$).,hard
116,7,Global Model-Agnostic Methods,"Why are the local effects in an ALE plot ""accumulated"" across intervals?",To convert a regression problem into a classification problem.,"To capture the overall impact of changing the feature value from its minimum up to that interval, providing a global perspective.",To increase the visual clutter of the plot.,To find the exact pixel gradients of an image.,B,"Accumulating the effects captures the overall impact of changing the feature across its entire range, bridging local effects to a global perspective.",medium
117,7,Global Model-Agnostic Methods,What is the final step applied to the accumulated values before plotting an ALE plot?,Applying a ReLU activation function.,Multiplying by a Gaussian RBF kernel.,Centering the effects around zero by subtracting the mean of the accumulated effects.,Taking the natural logarithm of the values.,C,The final step is centering the accumulated effects by subtracting the mean of the accumulated effects to plot around zero.,hard
118,7,Global Model-Agnostic Methods,"In an ALE plot, if the line exhibits a steep slope in a certain region, what does this indicate?",The feature has no influence on the prediction in that region.,There is a strong effect of the feature on the prediction in that region.,The model has completely failed to learn from the data.,The feature is perfectly correlated with the target variable.,B,A steep slope suggests a strong effect of the feature on the prediction in that specific region.,easy
119,7,Global Model-Agnostic Methods,Which global feature importance method measures a feature's importance by randomly shuffling its values and calculating the drop in model accuracy?,Individual Conditional Expectation (ICE),Leave One Feature Out (LOFO),Permutation Feature Importance (PFI),Local Interpretable Model-Agnostic Explanations (LIME),C,Permutation Feature Importance (PFI) measures importance by shuffling a feature's values and evaluating the performance drop.,easy
120,7,Global Model-Agnostic Methods,"In Permutation Feature Importance (PFI), the importance quotient is mathematically calculated as:",$Error_{orig} / Error_{perm}$,$Error_{perm} / Error_{orig}$,$Error_{perm} + Error_{orig}$,$1 - Error_{orig}$,B,PFI is calculated as the quotient $Error_{perm} / Error_{orig}$ (or as their difference).,hard
121,7,Global Model-Agnostic Methods,Does Permutation Feature Importance (PFI) require the machine learning model to be retrained?,"Yes, the model must be retrained for every feature permutation.","Yes, but only for the top 5 most important features.","No, it uses the already trained model and simply feeds it shuffled testing data.","No, it skips the model entirely and only evaluates raw data variance.",C,PFI is quick to compute because it does not require models to be retrained; it only uses permuted testing data.,medium
122,7,Global Model-Agnostic Methods,"If two features are highly correlated, what misleading result often occurs when calculating marginal PFI?",The model crashes due to infinite loops.,The importance of both features is artificially inflated.,"The model still accesses the information via the correlated feature, resulting in an erroneously low reported importance for both.",The features are automatically combined into a superpixel.,C,"Because the model still accesses the correlated information, shuffling one feature causes little error drop, leading to misleadingly low importance for both.",hard
123,7,Global Model-Agnostic Methods,What does LOFO stand for?,Local Optimization For Outcomes,Linear Order Feature Outcomes,Leave One Feature Out,Local Outlier Factor Optimization,C,LOFO stands for Leave One Feature Out.,easy
124,7,Global Model-Agnostic Methods,How does LOFO calculate feature importance compared to PFI?,LOFO shuffles the data without retraining; PFI retrains the model.,LOFO physically removes the feature from the dataset and completely retrains the model; PFI only shuffles the data without retraining.,LOFO uses an interpretable linear surrogate; PFI uses a decision tree.,There is no difference; they are two names for the same algorithm.,B,"LOFO removes the feature from the training data and retrains the model completely, whereas PFI only shuffles data without retraining.",medium
125,7,Global Model-Agnostic Methods,"In LOFO, what does a negative importance score indicate?",The feature is the most important feature in the dataset.,"Removing the feature actually improves the model's performance, indicating the feature adds noise.",The model's loss function has reached a global minimum.,The feature is perfectly correlated with the target.,B,"A negative LOFO score occurs when removing a feature improves performance, indicating the feature was adding noise.",medium
126,7,Global Model-Agnostic Methods,"When using a performance metric where ""larger is better"" (such as accuracy) to evaluate LOFO, what mathematical adjustment must be made to the difference $(Error_{orig} - Error_{without})$?",Multiply the difference by -1.,Take the square root of the difference.,Add the base Shapley value to it.,Divide by the number of samples.,A,"When using metrics where larger is better, the difference must be multiplied by -1 so that a performance drop yields a positive importance score.",hard
127,7,Global Model-Agnostic Methods,"If two features are perfectly correlated, what is the expected LOFO importance behavior if one is removed?",The importance will skyrocket.,The performance will drop to zero.,"There will be no drop in performance because the other feature still carries the information, leading to a low importance score.",The model will generate a complex 2D interaction surface.,C,"Removing one correlated feature does not hurt performance because the duplicate retains the info, resulting in low/zero LOFO importance.",medium
128,7,Global Model-Agnostic Methods,What is a suggested strategy to handle highly correlated features before applying PFI or LOFO?,Multiply the features together to create a polynomial feature.,"Cluster the correlated features and either keep only one from each cluster, or permute/drop them together as a group.",Convert the features into image pixels.,Duplicate the features to increase their weight.,B,"A suggested solution is to cluster correlated features and keep only one from each cluster, or permute/drop them as a group.",medium
129,7,Global Model-Agnostic Methods,What is the primary goal of a Global Surrogate Model?,To find the optimal hyperparameters for a neural network.,To train an interpretable model (like a decision tree) to approximate and explain the predictions of a complex black-box model.,To cluster image pixels into semantic groupings.,To compute the exact Shapley values for all data points simultaneously.,B,A global surrogate aims to create an interpretable model that approximates the behavior and predictions of a black-box model.,easy
130,7,Global Model-Agnostic Methods,"When training a Global Surrogate Model, what is used as the target variable ($Y$) for the surrogate?",The original ground-truth labels of the training dataset.,The predictions generated by the complex black-box model.,The permutation feature importance scores.,The raw feature inputs.,B,The surrogate model is trained using the original input features and the black-box model's predictions as the target variable.,medium
131,7,Global Model-Agnostic Methods,Which mathematical metric is primarily used to evaluate how well a surrogate model approximates the black-box model?,The $R^2$ metric ($1 - SSE/SST$),Intersection over Union (IoU),The Gini Impurity index,The Gaussian RBF kernel score,A,The $R^2$ metric (based on SSE/SST) assesses how well the surrogate approximates the original model's predictions.,hard
132,8,Local Model-Agnostic Methods,Local Model-Agnostic Explanation methods focus on answering which of the following questions?,How does the model behave across the entire dataset?,"Why did the ML model give this specific prediction for this single, specific instance?",What is the average effect of changing feature X1?,How many layers does the CNN have?,B,"Local methods focus on explaining why the ML model gave a specific prediction for a single, specific data instance.",easy
133,8,Local Model-Agnostic Methods,What does LIME stand for?,Local Interpretable Model-Agnostic Explanations,Linear Instance Mapping Evaluator,Local Integrated Machine Explanations,Latent Image Masking Estimator,A,LIME stands for Local Interpretable Model-Agnostic Explanations.,easy
134,8,Local Model-Agnostic Methods,What is LIME's core intuitive approach to explaining a black-box model?,It retrains the entire black-box model from scratch without the most important feature.,"It approximates the complex decision boundary of the black-box model locally around the instance by fitting a simpler, interpretable model.",It computes the exact Shapley value using cooperative game theory.,It upsamples the final convolutional layer of a CNN.,B,"LIME's core idea is to approximate the complex decision boundary locally by fitting a simpler, interpretable surrogate model.",medium
135,8,Local Model-Agnostic Methods,"During LIME's data perturbation step, what is generated?",A single counterfactual instance where the target outcome is reversed.,A completely new decision tree.,"A new local dataset created by making small, random changes to the original instance's features.",A partial dependence contour map.,C,"LIME generates a new local dataset by making small, random changes (perturbations) to the original instance's features.",medium
136,8,Local Model-Agnostic Methods,Why does LIME apply weights to the newly generated perturbed samples?,To guarantee global fidelity across the entire dataset.,To ensure the local surrogate model pays more attention to points that are closer to the original instance of interest.,To penalize features with high variance.,To increase the dimensionality of the dataset.,B,"Weighting ensures 'local fidelity,' forcing the interpretable model to accurately mimic the black box only in the immediate neighborhood.",medium
137,8,Local Model-Agnostic Methods,Which specific weighting function does LIME typically use to assign proximity weights?,A Gaussian (RBF) Kernel,The Sigmoid function,A ReLU activation,Global Average Pooling,A,LIME typically assigns weights using a Gaussian (RBF) Kernel based on distance.,hard
138,8,Local Model-Agnostic Methods,How does LIME generate perturbed variations for numerical tabular data?,"By turning the numerical values ""on"" or ""off"".",By selecting values from a normal distribution where the mean is the original instance value and the standard deviation is estimated from the training data.,By replacing the number with the dataset's global maximum.,By grouping numbers into superpixels.,B,"For tabular data, LIME draws new values from a normal distribution using the original value as the mean and the training data's standard deviation.",hard
139,8,Local Model-Agnostic Methods,How does LIME generate perturbed variations for text data?,By translating the text into a different language.,By replacing words with their antonyms.,"By randomly turning words ""on"" (keeping them) or ""off"" (removing them) in the sample.",By sorting the words alphabetically.,C,"For text, LIME creates variations by randomly turning words 'on' (keep) or 'off' (remove).",easy
140,8,Local Model-Agnostic Methods,"When applying LIME to image data, what concept is used to group neighboring pixels with similar colors and intensity?",Octaves,Superpixels,Bounding boxes,Saliency clusters,B,LIME groups similar neighboring pixels into clusters called Superpixels.,easy
141,8,Local Model-Agnostic Methods,"For an image divided into 10 superpixels, what does the feature vector used by LIME's local interpretable model look like?",A 10x10 matrix of RGB values.,A single continuous value representing the average color.,"A vector of length 10 containing ""1"" if the superpixel is kept (""on"") and ""0"" if it is masked (""off"").",A continuous vector representing the gradient of the loss function.,C,"The feature vector is binary, containing '1' if a superpixel is on/kept and '0' if it is off/replaced.",medium
142,8,Local Model-Agnostic Methods,"Once LIME fits a sparse linear model, what indicates the importance of a feature in the local region?",The number of perturbed samples generated.,The magnitude of the linear model's coefficients.,The width of the Gaussian kernel.,The global average of the feature.,B,"In a linear model, the magnitude of the coefficients indicates the importance of each feature in the local region.",medium
143,8,Local Model-Agnostic Methods,Which of the following is a known limitation of LIME?,It only works on decision trees.,The explanations are highly sensitive to the choice of kernel width and can be unstable across repeated sampling.,It cannot process image or text data.,"It strictly calculates exact Shapley values, making it too slow.",B,"LIME's explanations are highly sensitive to the chosen kernel width and the sampling process, which can alter the resulting explanation.",medium
144,8,Local Model-Agnostic Methods,Shapley values originate from which specific branch of mathematics?,Differential Geometry,Cooperative Game Theory,Topology,Boolean Algebra,B,Shapley values are based on Cooperative Game Theory.,easy
145,8,Local Model-Agnostic Methods,"In the context of Shapley values for ML interpretability, the feature values of the specific instance are treated as:",The payout,The game,The players,The coalition boundaries,C,The individual feature values of the specific instance are considered the 'players' in the game.,easy
146,8,Local Model-Agnostic Methods,"How is the ""Payout"" defined when calculating Shapley values for an ML prediction?",The absolute sum of all feature values.,The difference between the actual prediction for the instance and the average prediction across all instances in the dataset.,The maximum possible prediction minus the minimum possible prediction.,The $R^2$ accuracy of the model.,B,The payout is the actual prediction for the instance minus the baseline (average) prediction across the dataset.,medium
147,8,Local Model-Agnostic Methods,A Shapley value is mathematically defined as the average _________ of a feature across all possible coalitions.,Marginal contribution,Standard deviation,Variance reduction,Permutation error,A,The Shapley value is the average marginal contribution of a feature across all possible coalitions of features.,medium
148,8,Local Model-Agnostic Methods,What is the primary computational problem with calculating exact Shapley values?,They can only be calculated for linear models.,They evaluate to zero if features are correlated.,"Generating all possible permutations of features takes an exponentially large amount of time, making it computationally expensive.",They require the dataset to have exactly three features.,C,"Evaluating all possible coalitions grows exponentially, making exact Shapley values computationally expensive.",medium
149,8,Local Model-Agnostic Methods,What does SHAP stand for?,Simple Heuristic Attribution Processing,Simulated Hierarchical Activation Pooling,SHapley Additive exPlanations,Semantic Heatmap Attribution Plots,C,SHAP stands for SHapley Additive exPlanations.,easy
150,8,Local Model-Agnostic Methods,SHAP bridges the gap between which two interpretability concepts?,Global Surrogates and Partial Dependence Plots,LIME (local surrogates) and game-theoretic Shapley values,Vanilla Gradients and Grad-CAM,Feature Visualization and Network Dissection,B,SHAP unifies LIME (local interpretable models) and Shapley values (game theory).,medium
151,8,Local Model-Agnostic Methods,SHAP explains a prediction using a linear formulation: $g(z') = \phi_0 + \sum \phi_j z'_j$. What does $\phi_0$ represent?,The Shapley value of feature $j$.,The base value (average prediction of the model).,The penalty term for complex coalitions.,The Gaussian RBF weight.,B,"$\phi_0$ represents the base value, which is the average prediction of the model.",hard
152,8,Local Model-Agnostic Methods,"In KernelSHAP, the coalition vector $Z'$ consists of what types of values?",The original continuous numerical feature values.,"Exactly 0 or 1, indicating whether a feature is absent or present in the coalition.",Pixel gradients ranging from -1 to 1.,The standard deviation of the training data.,B,"The coalition vector $Z'$ consists of {0, 1} values indicating if a feature is absent (0) or present (1).",medium
153,8,Local Model-Agnostic Methods,"According to the SHAP weighting function $\pi_x(Z')$, which coalitions receive the LARGEST weights?",Only mid-size coalitions (where exactly half the features are present).,Only coalitions where all features are absent.,Small coalitions (few features present) and large coalitions (almost all features present).,Coalitions that contain highly correlated features.,C,KernelSHAP gives the largest weights to small coalitions (few features) and large coalitions (almost all features).,hard
154,8,Local Model-Agnostic Methods,Why do mid-sized coalitions receive the smallest weights in KernelSHAP?,They cause the linear model to crash.,They offer fewer insights into a single feature's contribution due to the many interacting features involved.,They perfectly mimic the average prediction baseline.,They violate the rules of cooperative game theory.,B,Mid-size coalitions get smaller weights because the numerous involved features provide less clear insight into a single feature's contribution.,hard
155,8,Local Model-Agnostic Methods,How is global feature importance calculated using SHAP values?,By finding the single instance with the highest SHAP value.,By averaging the absolute SHAP values per feature across the entire dataset.,By dropping the feature and measuring the accuracy drop.,By fitting a deep neural network to the SHAP outputs.,B,Global importance is found by averaging the absolute Shapley values per feature across the entire dataset.,medium
156,8,Local Model-Agnostic Methods,"In a SHAP Summary Plot, what does the horizontal x-axis represent?",The SHAP value (degree and direction of the feature's influence on the prediction).,The original scale of the dataset's features.,The frequency count of the data points.,The global average prediction.,A,"The X-axis represents the SHAP value, showing the degree and direction of influence on the prediction.",easy
157,8,Local Model-Agnostic Methods,"In a SHAP Summary Plot, what is encoded by the color of each dot?",The probability of the model's prediction.,"The actual original value of that feature for the corresponding data point (e.g., low vs. high).",Whether the feature is categorical or numerical.,The RBF kernel weight of the point.,B,"The color encodes the original value of the feature (e.g., red for high values, blue for low values).",medium
158,8,Local Model-Agnostic Methods,"If a SHAP Summary Plot shows a cluster of red dots (high feature values) on the far negative side of the SHAP value x-axis, what does this indicate?",Higher values of that feature push the model's prediction lower.,Higher values of that feature push the model's prediction higher.,The feature has absolutely no impact on the model.,The feature is perfectly uncorrelated.,A,"Red dots (high values) on the negative side mean that as the feature value increases, the model's prediction decreases.",medium
159,8,Local Model-Agnostic Methods,A SHAP Dependence Plot places the raw feature value on the x-axis. What does it place on the y-axis?,The PDP average prediction.,The feature's corresponding Shapley value for each instance.,The accumulated local effect.,The global baseline probability.,B,A SHAP Dependence plot places the raw feature value on the X-axis and its corresponding SHAP value on the Y-axis.,easy
160,8,Local Model-Agnostic Methods,"What is a specific limitation regarding the ""additive nature"" of SHAP values?",They cannot be added together.,They require exactly 10 features to work.,"They might not fully capture complex, non-linear interactions between features, leading to oversimplified explanations.",They only output positive values.,C,"The additive nature of SHAP might oversimplify and fail to fully capture complex, non-linear feature interactions.",medium
161,9,Neural Network Interpretation,Convolutional Neural Networks (CNNs) eliminate the need for manual feature engineering because they automatically learn high-level features. What do the early layers of a CNN typically detect?,Complex objects like faces and cars.,Semantic concepts like 'person' or 'animal'.,Simple features like edges and textures.,The final class probability.,C,Early layers in a CNN detect simple features like edges and textures.,easy
162,9,Neural Network Interpretation,"In Neural Network Interpretation, what is the primary goal of ""Feature Visualization""?",To explain how specific input pixels influenced the final prediction.,To compute Shapley values for the pixels.,To understand what a network detects by generating inputs that maximally activate specific neurons.,To compress the neural network into a smaller decision tree.,C,Feature Visualization aims to understand what a network detects by maximizing neuron activations.,easy
163,9,Neural Network Interpretation,"In Neural Network Interpretation, what is the primary goal of ""Pixel Attribution"" (Saliency Maps)?",To find images in the training set that maximize an internal neuron.,To explain how specific input pixels influenced a specific output prediction.,To replace the CNN with a global surrogate model.,To apply cooperative game theory to text data.,B,Pixel Attribution (like Saliency Maps) aims to explain how specific input pixels influenced a specific prediction.,easy
164,9,Neural Network Interpretation,Pixel attribution is considered a special case of feature attribution where the features are:,The weights of the fully connected layers.,The individual pixels or regions of an image.,The hyperparameters of the CNN.,The categorical variables in the dataset.,B,"It is a special case of feature attribution specific to images, where the features are individual pixels or regions.",easy
165,9,Neural Network Interpretation,"Gradient-based methods (like Grad-CAM) are highly efficient because they require only a single backward pass. However, unlike LIME and SHAP, they have the limitation of being:",Model-agnostic,Unable to process images,Model-specific (requiring access to the model's internal gradients),Restricted to tabular data,C,Gradient-based methods are model-specific because they require access to the neural network's internal gradients via backpropagation.,medium
166,9,Neural Network Interpretation,Vanilla Gradient computes a saliency map by taking the gradient of the target class score ($S_c$) with respect to:,The final convolutional layer's activations.,The input image pixels ($X$).,The network's loss function.,The learning rate.,B,Vanilla Gradient computes the gradient of the class score with respect to the input pixels ($\partial S_c / \partial X$).,hard
167,9,Neural Network Interpretation,"In a Vanilla Gradient Saliency Map, what does a negative gradient value for a pixel indicate?",Increasing the pixel intensity increases the target class score.,Increasing the pixel intensity decreases the target class score.,The pixel has exactly zero influence on the prediction.,The pixel is part of the background.,B,Negative values indicate that increasing the pixel intensity decreases the target class score.,medium
168,9,Neural Network Interpretation,Grad-CAM generates a class-discriminative heatmap by calculating gradients flowing into which specific part of the network?,The input pixels directly.,The very first convolutional layer.,The last convolutional layer before the fully connected layers.,The final Softmax output layer.,C,Grad-CAM uses the gradients flowing into the last convolutional layer before the fully connected layers.,medium
169,9,Neural Network Interpretation,"In Step 5 of the Grad-CAM algorithm, the gradients $\frac{\partial y^c}{\partial A_{ij}^k}$ are processed to find the channel weights ($\alpha_k^c$). What mathematical operation is used to calculate these weights?",Global Average Pooling (averaging across the width and height dimensions),Maximum Pooling,Gaussian RBF weighting,Matrix inversion,A,The weights are calculated using Global Average Pooling (averaging the gradients across the width and height).,hard
170,9,Neural Network Interpretation,"What is the final activation function applied to the weighted sum of feature maps in Grad-CAM, ensuring only features with a positive influence are highlighted?",Sigmoid,Tanh,Softmax,ReLU,D,A ReLU activation is applied to the weighted sum to ensure only features with a positive influence on the class are highlighted.,hard
171,9,Neural Network Interpretation,"Why is Grad-CAM's generated heatmap often considered ""coarse-grained""?",Because it relies on LIME superpixels.,"Because it is generated from the spatial resolution of the last convolutional layer, which is much smaller than the original image (e.g., 14x14).",Because it uses vanilla gradients which add noise.,Because it randomly permutes pixels.,B,"Because the last convolutional layer is much smaller than the input image, the resulting map is low-resolution when upsampled.",medium
172,9,Neural Network Interpretation,What is a primary limitation of Guided Backpropagation / Vanilla Gradients?,"They produce very low-resolution, blurry images.","They have no semantic focus, producing high-resolution but noisy maps that highlight irrelevant pixels.",They require the model to be a Random Forest.,They can only be used on 1D tabular data.,B,"Vanilla Gradients highlight pixel-level details but lack semantic focus, generating noisy maps that highlight irrelevant pixels.",medium
173,9,Neural Network Interpretation,Guided Grad-CAM is a fusion technique that combines the semantic focus of Grad-CAM with the pixel-level detail of Guided Backpropagation. How are the two outputs combined?,By adding them together.,By concatenating them into a wider vector.,By element-wise multiplication of the upsampled Grad-CAM map with the Guided Backpropagation map.,By training a surrogate linear model on both.,C,"They are combined via element-wise multiplication, using Grad-CAM as an attention filter over the Guided Backpropagation map.",hard
174,9,Neural Network Interpretation,"Which of the following is a known disadvantage of using the ""Search Through Training Images"" method for Feature Visualization?",It requires extensive hyperparameter optimization.,"High-activation images may contain multiple features (correlations), making it unclear which specific feature the neuron actually detects.",It cannot be used on convolutional neural networks.,It relies heavily on Shapley values.,B,"High-activation training images may contain multiple correlations, making it hard to isolate exactly what the neuron is detecting.",medium
175,9,Neural Network Interpretation,Feature Visualization via Optimization aims to isolate a neuron's true triggers by starting with random noise and updating the image using:,Gradient Descent to minimize the target class score.,Gradient Ascent to maximize the specific neuron's activation.,Decision tree pruning.,LIME permutations.,B,It uses Gradient Ascent to update the image in the direction that maximizes the target neuron's activation.,medium
176,9,Neural Network Interpretation,"DeepDream is a feature visualization technique that processes the image at multiple scales. What are these scales called, which introduce fractal-like patterns?",Coalitions,Superpixels,Octaves,Bins,C,Processing the image at multiple scales in DeepDream is called using Octaves.,easy
177,9,Neural Network Interpretation,"In DeepDream, if you optimize the lower layers of the CNN, the resulting image will typically amplify:",Complex objects like faces and eyes.,Edges and textures.,The average pixel intensity.,Text and numbers.,B,"Lower layers in DeepDream enhance simple structures like edges and textures, while higher layers enhance complex objects.",medium
178,9,Neural Network Interpretation,What is the main goal of Network Dissection?,To physically remove useless neurons from a network to compress it.,"To associate individual neurons with human-understandable visual concepts (like objects, textures, colors).",To train a LIME surrogate on a CNN.,To compute the Durbin-Watson statistic for deep networks.,B,Network Dissection interprets CNNs by associating their internal neurons with human-labeled concepts.,easy
179,9,Neural Network Interpretation,"The first step of Network Dissection requires a dataset with dense, pixel-wise labels for various concepts. Which dataset is explicitly mentioned in the text for this purpose?",ImageNet,CIFAR-10,Broden,MNIST,C,The Broden dataset (Broadly and Densely Labeled Dataset) is used because it provides dense pixel-wise labels for concepts.,easy
180,9,Neural Network Interpretation,"During Network Dissection, the activation map is binarized to create a mask. A pixel is turned ""on"" if its activation exceeds a threshold $T_k$. How is $T_k$ determined?",It is the global mean of all activations.,It is exactly zero (using ReLU).,It is the 0.995-quantile level of activations over all images.,It is set randomly for each image.,C,$T_k$ is determined as the 0.995-quantile level of activations over all images in the dataset.,hard
181,9,Neural Network Interpretation,What metric does Network Dissection use to quantify the alignment between a neuron's binarized activation mask and the human-annotated ground truth mask?,Peak Signal-to-Noise Ratio (PSNR),Intersection over Union (IoU),Mean Squared Error (MSE),Accuracy,B,It uses the Intersection over Union (IoU) to quantify the overlap between the activation mask and the human annotation.,medium
182,9,Neural Network Interpretation,"If the Intersection over Union (IoU) between a neuron's activation mask and the concept ""dog"" is very high, what does this imply?",The neuron heavily relies on background noise.,"The neuron has learned to act as a detector for the concept of a ""dog"".",The neuron is completely inactive.,The network is overfitting.,B,"A high IoU means the neuron's activation strongly aligns with the concept, acting as a detector for 'dog'.",easy
183,7,Global Model-Agnostic Methods,"When analyzing the case study for the Boston dataset, what happens to the LOFO importance of the feature lstat if a perfectly identical duplicate feature (dup_lstat) is added to the dataset?",Its LOFO importance drops drastically because removing lstat causes no drop in model performance due to the duplicate.,Its LOFO importance doubles because it is now represented twice.,The LOFO algorithm crashes.,The model's overall MSE is cut in half.,A,"Removing lstat does not reduce performance because dup_lstat retains the information, resulting in a low (or zero) LOFO importance score.",hard
184,8,Local Model-Agnostic Methods,"In the KernelSHAP algorithm, before getting the complex model predictions, what must be done to the coalition vectors $Z_k'$ (which contain 0s and 1s)?",They must be inverted.,"They must be converted back to the original feature space (e.g., replacing 0s with background/absent values).",They must be multiplied by the LOFO importance.,They must be passed through a ReLU function.,B,The binary vectors $Z'$ must be mapped/converted back to the original feature space before getting predictions from the complex model.,hard
185,8,Local Model-Agnostic Methods,"In SHAP weighting $\pi_x(Z')$, what does the term $|Z'|$ represent?",The absolute value of the model prediction.,The total number of features available in the dataset.,The number of features present (value of 1) in the coalition vector $Z'$.,The global average pooling output.,C,"$|Z'|$ represents the number of features present (i.e., the number of 1s) in the coalition vector.",medium
186,8,Local Model-Agnostic Methods,Which local agnostic method explicitly relies on defining a distance metric and a kernel width to give higher weights to variations closer to the original instance?,Grad-CAM,DeepDream,LIME,Network Dissection,C,LIME calculates distances and assigns weights using a Gaussian RBF kernel to ensure local fidelity.,easy
187,9,Neural Network Interpretation,"Which method acts as an ""attention filter"" by multiplying a coarse-grained localization map with a high-resolution pixel gradient map?",Vanilla Gradient,Guided Grad-CAM,ALE,KernelSHAP,B,Guided Grad-CAM multiplies the coarse Grad-CAM map with the detailed Guided Backpropagation map.,medium
